project_type	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
part	mil spec	M85049-89_N13Z03		1			https://github.com/harnice/harnice-aerospace-library	M85049	8/7/26	8/22/26		ee070c87b93b4b9df210ce559072a2acaaa05462	K SHUTT			
